hex_code,R,G,B
#1a168c,26,22,140
#2c2b2b,44,43,43
#9196c1,145,150,193
#3f479a,63,71,154
#312b28,49,43,40
#fca205,252,162,5
#bf7709,191,119,9
#724309,114,67,9
#2c1c0c,44,28,12
#e6dfd9,230,223,217
#2f2d2b,47,45,43
#1c60ad,28,96,173
#5e89b0,94,137,176
#abb9c6,171,185,198
#2c2a27,44,42,39
#e0c49a,224,196,154
#7d7061,125,112,97
#c38060,195,128,96
#59585b,89,88,91
#0f4362,15,67,98
#d3bb70,211,187,112
#2f2d28,47,45,40
#665a23,102,90,35
#9b8a4c,155,138,76
#173282,23,50,130
#d2cec5,210,206,197
#be1f20,190,31,32
#282625,40,38,37
#838398,131,131,152
#d7d2c4,215,210,196
#2e2d2a,46,45,42
#596882,89,104,130
#b4ac9e,180,172,158
#244a79,36,74,121
#4f4c46,79,76,70
#b8a488,184,164,136
#2d2b28,45,43,40
#756d61,117,109,97
#deccb0,222,204,176
#282724,40,39,36
#c6bbae,198,187,174
#a59276,165,146,118
#dbd4c7,219,212,199
#816a47,129,106,71
#97968f,151,150,143
#2f2e2b,47,46,43
#d8cec0,216,206,192
#40728d,64,114,141
#dd5e62,221,94,98
#2e2c2a,46,44,42
#e3dfdf,227,223,223
#1e3295,30,50,149
#8f92b3,143,146,179
#d73647,215,54,71
#c09c8f,192,156,143
#302a27,48,42,39
#d9231a,217,35,26
#dfd3c6,223,211,198
#6d665c,109,102,92
#dccab7,220,202,183
#2d2c2a,45,44,42
#81848e,129,132,142
#425777,66,87,119
#da7b73,218,123,115
#2e2b26,46,43,38
#d67e09,214,126,9
#d32e05,211,46,5
#e9c50a,233,197,10
#e9c936,233,201,54
#2e2d2b,46,45,43
#d2d2ca,210,210,202
#5fa9c4,95,169,196
#c1aa9f,193,170,159
#6e706b,110,112,107
#dfdad1,223,218,209
#037947,3,121,71
#292a27,41,42,39
#409874,64,152,116
#9abda9,154,189,169
#2b2a28,43,42,40
#ddcfbc,221,207,188
#162380,22,35,128
#636989,99,105,137
#a9a8a9,169,168,169
#2d2c2a,45,44,42
#e5ddd5,229,221,213
#185d9e,24,93,158
#6f8a97,111,138,151
#b4bbbc,180,187,188
#e5dbc7,229,219,199
#2d2c28,45,44,40
#1f65aa,31,101,170
#a0a9a8,160,169,168
#6d685e,109,104,94
#d9d9da,217,217,218
#2f2a29,47,42,41
#cb6467,203,100,103
#3c6bb4,60,107,180
#be292e,190,41,46
#2f2d2a,47,45,42
#ddc8ab,221,200,171
#7e6d52,126,109,82
#ae9c81,174,156,129
#e7d8c7,231,216,199
#2c2b29,44,43,41
#a69a8e,166,154,142
#5f5244,95,82,68
#7e746b,126,116,107
#e1d0bc,225,208,188
#e0d7cd,224,215,205
#342d28,52,45,40
#af9d8f,175,157,143
#79614b,121,97,75
#c8b437,200,180,55
#2e2d2a,46,45,42
#e4dacd,228,218,205
#566a80,86,106,128
#a4a8a9,164,168,169
#0f2561,15,37,97
#2d2c2a,45,44,42
#e7ded6,231,222,214
#647e92,100,126,146
#164779,22,71,121
#b3b7b9,179,183,185
#2c2a28,44,42,40
#e3dcd7,227,220,215
#12337b,18,51,123
#4f7595,79,117,149
#9fadb9,159,173,185
#aa9ea6,170,158,166
#2e2c2a,46,44,42
#db5a55,219,90,85
#e5dcd4,229,220,212
#374b7f,55,75,127
#34312e,52,49,46
#ded6cb,222,214,203
#df2a20,223,42,32
#205ca7,32,92,167
#ac9f99,172,159,153
#302926,48,41,38
#e4d7cf,228,215,207
#da1c19,218,28,25
#b7a39b,183,163,155
#5d4d48,93,77,72
#383e6c,56,62,108
#dad3d0,218,211,208
#c24b45,194,75,69
#2f2e2b,47,46,43
#b29699,178,150,153
#bdb9bc,189,185,188
#2f2e2d,47,46,45
#89878b,137,135,139
#dbd7dd,219,215,221
#565558,86,85,88
#2c2a28,44,42,40
#ded5d2,222,213,210
#c5212c,197,33,44
#122668,18,38,104
#858498,133,132,152
#2e2e2b,46,46,43
#969e8b,150,158,139
#50826a,80,130,106
#197957,25,121,87
#d2c9b4,210,201,180
#2e2b28,46,43,40
#a29b86,162,155,134
#c8c0a5,200,192,165
#79705f,121,112,95
#ab322b,171,50,43
#332d2b,51,45,43
#ec6162,236,97,98
#e9dad3,233,218,211
#e59692,229,150,146
#7f7772,127,119,114
#302f2c,48,47,44
#be7e05,190,126,5
#166807,22,104,7
#109242,16,146,66
#4e6d21,78,109,33
#7b857c,123,133,124
#2a2a2b,42,42,43
#a1a397,161,163,151
#505e5b,80,94,91
#cbc3b2,203,195,178
#959d90,149,157,144
#2c2c29,44,44,41
#d3cdc0,211,205,192
#38966f,56,150,111
#605a56,96,90,86
#2f2e2e,47,46,46
#e9e3e1,233,227,225
#1d529d,29,82,157
#97a9c7,151,169,199
#4e6fab,78,111,171
#e0d3c6,224,211,198
#2f2d2a,47,45,42
#8ca0b0,140,160,176
#29649e,41,100,158
#e2929f,226,146,159
#312e2a,49,46,42
#b18c82,177,140,130
#23809c,35,128,156
#726758,114,103,88
#dfc1a4,223,193,164
#342f2c,52,47,44
#8d8071,141,128,113
#d81b13,216,27,19
#d3b9a3,211,185,163
#1b5393,27,83,147
#2c2d2a,44,45,42
#ded9d1,222,217,209
#039254,3,146,84
#3aa879,58,168,121
#90c2a4,144,194,164
#dc212f,220,33,47
#322a28,50,42,40
#e6dad4,230,218,212
#e98684,233,134,132
#df5455,223,84,85
#2e2d2a,46,45,42
#e5e0dd,229,224,221
#198abe,25,138,190
#6b6864,107,104,100
#a4b1b5,164,177,181
#165b96,22,91,150
#e3d9ce,227,217,206
#292827,41,40,39
#5483a4,84,131,164
#9cb1be,156,177,190
#31302e,49,48,46
#e5dddb,229,221,219
#b896a5,184,150,165
#3449b9,52,73,185
#db2034,219,32,52
#f4641b,244,100,27
#34302d,52,48,45
#e5ded8,229,222,216
#101213,16,18,19
#b6998b,182,153,139
#2d2c2a,45,44,42
#e2c9a7,226,201,167
#494641,73,70,65
#68635d,104,99,93
#93887a,147,136,122
#13417f,19,65,127
#ded7c6,222,215,198
#2f2d2b,47,45,43
#5a728d,90,114,141
#a4acad,164,172,173
#2f2e2b,47,46,43
#d6d2c7,214,210,199
#a1a798,161,167,152
#6c7487,108,116,135
#866f41,134,111,65
#2e2d2d,46,45,45
#a99a9f,169,154,159
#755e57,117,94,87
#295da9,41,93,169
#ded3cf,222,211,207
#312c2e,49,44,46
#dbd2ce,219,210,206
#a08a92,160,138,146
#68455d,104,69,93
#0c1028,12,16,40
#103550,16,53,80
#b5456a,181,69,106
#5e8e9e,94,142,158
#2f2c2d,47,44,45
#c3c0be,195,192,190
#302e2c,48,46,44
#e2dcdb,226,220,219
#cd393a,205,57,58
#c77274,199,114,116
#d6a9a6,214,169,166
#e2d7cb,226,215,203
#302f30,48,47,48
#ab9792,171,151,146
#138593,19,133,147
#625c62,98,92,98
#2f2e2c,47,46,44
#d9d5d0,217,213,208
#c2110d,194,17,13
#be908d,190,144,141
#cc494d,204,73,77
#322f2c,50,47,44
#e7bc66,231,188,102
#66522c,102,82,44
#ecc57a,236,197,122
#a6864d,166,134,77
#2a2a28,42,42,40
#c0b299,192,178,153
#48453d,72,69,61
#1c426a,28,66,106
#777064,119,112,100
#30302d,48,48,45
#465970,70,89,112
#4c4c2b,76,76,43
#0c2546,12,37,70
#a29d84,162,157,132
#2f2e2c,47,46,44
#aec6d2,174,198,210
#1c91c6,28,145,198
#6ba8c3,107,168,195
#e5deda,229,222,218
#36302e,54,48,46
#9e7f7e,158,127,126
#261d1f,38,29,31
#b4b7d5,180,183,213
#705452,112,84,82
#302d2a,48,45,42
#d91311,217,19,17
#e1d7d0,225,215,208
#ce9893,206,152,147
#db4d52,219,77,82
#32312f,50,49,47
#e8e4e2,232,228,226
#b9b7b3,185,183,179
#84837f,132,131,127
#d2d0cf,210,208,207
#342e2c,52,46,44
#ada49b,173,164,155
#dc3542,220,53,66
#446983,68,105,131
#e7d7c9,231,215,201
#2f2d2c,47,45,44
#dad2cc,218,210,204
#432456,67,36,86
#5a3e65,90,62,101
#c1b5af,193,181,175
#2e2f2c,46,47,44
#8ab6a0,138,182,160
#048252,4,130,82
#4f9575,79,149,117
#dcdedc,220,222,220
#32302f,50,48,47
#d0ced4,208,206,212
#826643,130,102,67
#8a8a94,138,138,148
#e4595c,228,89,92
#333230,51,50,48
#e3dedb,227,222,219
#747c75,116,124,117
#11100f,17,16,15
#0d7846,13,120,70
#ded9cf,222,217,207
#312e2c,49,46,44
#d86f5f,216,111,95
#207eb3,32,126,179
#e9c80c,233,200,12
#332f2d,51,47,45
#e3d8cf,227,216,207
#bbada6,187,173,166
#616175,97,97,117
#e77173,231,113,115
#4a494d,74,73,77
#ddcfba,221,207,186
#7c766e,124,118,110
#2a2929,42,41,41
#b0a796,176,167,150
#a5b0c2,165,176,194
#312f2d,49,47,45
#184394,24,67,148
#6279a0,98,121,160
#e6e1df,230,225,223
#2c2d2d,44,45,45
#1d72be,29,114,190
#dfdfdb,223,223,219
#96bdd5,150,189,213
#5497c6,84,151,198
#2f2d2b,47,45,43
#e6dace,230,218,206
#2666b6,38,102,182
#ea1920,234,25,32
#e75b5a,231,91,90
#d82626,216,38,38
#7478ab,116,120,171
#2f2d2c,47,45,44
#e6dddb,230,221,219
#203393,32,51,147
#d4cdc7,212,205,199
#2f2e2c,47,46,44
#7d7b93,125,123,147
#b4aba9,180,171,169
#585453,88,84,83
#312f2e,49,47,46
#e2d8d0,226,216,208
#e27978,226,121,120
#616191,97,97,145
#bcb1af,188,177,175
#2d2a28,45,42,40
#a79678,167,150,120
#447775,68,119,117
#a0b8ac,160,184,172
#9a2f2b,154,47,43
#dbcdbe,219,205,190
#2f2c2a,47,44,42
#c87772,200,119,114
#414182,65,65,130
#c53c33,197,60,51
#a03447,160,52,71
#352e2c,53,46,44
#efd8d1,239,216,209
#fb4f80,251,79,128
#fb748f,251,116,143
#2b2b2b,43,43,43
#e6e0dd,230,224,221
#1d5cb0,29,92,176
#4d80c0,77,128,192
#87a4d4,135,164,212
#e2cfb4,226,207,180
#302d2a,48,45,42
#e5927d,229,146,125
#837a70,131,122,112
#ddc2a5,221,194,165
#2c2b29,44,43,41
#beb4a1,190,180,161
#67645d,103,100,93
#1b3e69,27,62,105
#9c9585,156,149,133
#948880,148,136,128
#33312f,51,49,47
#245895,36,88,149
#d6cdbe,214,205,190
#ca404c,202,64,76
#e8dacd,232,218,205
#302e2b,48,46,43
#e84e5d,232,78,93
#16407b,22,64,123
#8494a2,132,148,162
#e4c5a3,228,197,163
#2f2d2b,47,45,43
#93837b,147,131,123
#d78e79,215,142,121
#6f6463,111,100,99
#ded8d3,222,216,211
#302f2d,48,47,45
#3f5396,63,83,150
#a4a7be,164,167,190
#6e77a8,110,119,168
#dcd8d5,220,216,213
#2f2e2b,47,46,43
#404c7f,64,76,127
#767a96,118,122,150
#abadb9,171,173,185
#2e2c2a,46,44,42
#e2d9ce,226,217,206
#1f3b9c,31,59,156
#cf152b,207,21,43
#9391ae,147,145,174
#2f2c2a,47,44,42
#5a51a6,90,81,166
#1e1581,30,21,129
#cbc6de,203,198,222
#b73741,183,55,65
#3d2f67,61,47,103
#c77b85,199,123,133
#dbd1df,219,209,223
#312f2d,49,47,45
#cb353f,203,53,63
#626489,98,100,137
#e7dfd4,231,223,212
#2f2e2b,47,46,43
#a6a5b1,166,165,177
#1c297c,28,41,124
#2e2c2a,46,44,42
#dfd5cc,223,213,204
#e14b58,225,75,88
#6882a6,104,130,166
#6c645f,108,100,95
#a38b8c,163,139,140
#dbd9d8,219,217,216
#32312f,50,49,47
#d32d27,211,45,39
#122352,18,35,82
#d7c5af,215,197,175
#322f2c,50,47,44
#d62a34,214,42,52
#20558a,32,85,138
#968c81,150,140,129
#a3806b,163,128,107
#2e2c29,46,44,41
#7a5a49,122,90,73
#b49484,180,148,132
#d6bcad,214,188,173
#fb9046,251,144,70
#128e7d,18,142,125
#292421,41,36,33
#ed94b7,237,148,183
#7b9550,123,149,80
#36322e,54,50,46
#a5a197,165,161,151
#598395,89,131,149
#dc374b,220,55,75
#dcccb6,220,204,182
#e6ded5,230,222,213
#312f2d,49,47,45
#183990,24,57,144
#5d739d,93,115,157
#a4acba,164,172,186
#d9d0c9,217,208,201
#312f2c,49,47,44
#db2320,219,35,32
#9a8d8c,154,141,140
#22569c,34,86,156
#2f2e2b,47,46,43
#e3dcd9,227,220,217
#164890,22,72,144
#5782a4,87,130,164
#a5b4c0,165,180,192
#e2e0de,226,224,222
#0f1563,15,21,99
#2e2e2c,46,46,44
#455487,69,84,135
#949ab4,148,154,180
#1a3672,26,54,114
#e1c793,225,199,147
#302e2b,48,46,43
#a7a08b,167,160,139
#5f6779,95,103,121
#ca504c,202,80,76
#322d2b,50,45,43
#dcd1c9,220,209,201
#e0948f,224,148,143
#d3706d,211,112,109
#302f2d,48,47,45
#e9d21d,233,210,29
#134175,19,65,117
#717e9d,113,126,157
#7b873c,123,135,60
#b19d1d,177,157,29
#2f2b24,47,43,36
#ecd23a,236,210,58
#716316,113,99,22
#ebca0c,235,202,12
#b9b5a5,185,181,165
#2c2e36,44,46,54
#7c756d,124,117,109
#4ea3a7,78,163,167
#b99382,185,147,130
#ebe9eb,235,233,235
#32312f,50,49,47
#2535a4,37,53,164
#f73841,247,56,65
#cdb4b2,205,180,178
#2e2c2a,46,44,42
#e5dedd,229,222,221
#cb1312,203,19,18
#d4a1a3,212,161,163
#ce535e,206,83,94
#203058,32,48,88
#8a91ad,138,145,173
#2d2c2b,45,44,43
#bdcce9,189,204,233
#64627a,100,98,122
#815c4e,129,92,78
#89bbe9,137,187,233
#333231,51,50,49
#4a6184,74,97,132
#1b1b1f,27,27,31
#e76e54,231,110,84
#322c2a,50,44,42
#e6d9d2,230,217,210
#efab9b,239,171,155
#e9866f,233,134,111
#d28079,210,128,121
#e9ded4,233,222,212
#2f2e2b,47,46,43
#e62e30,230,46,48
#e1b8ad,225,184,173
#608a9f,96,138,159
#e6dfd7,230,223,215
#2f2e2b,47,46,43
#124e83,18,78,131
#afbbc0,175,187,192
#dddfda,221,223,218
#048041,4,128,65
#2a2b28,42,43,40
#88bba0,136,187,160
#3a996e,58,153,110
#2d2c2b,45,44,43
#d7d9ea,215,217,234
#66958b,102,149,139
#087541,8,117,65
#37449a,55,68,154
#697ea3,105,126,163
#2f2e2c,47,46,44
#e1dfe6,225,223,230
#1f4c91,31,76,145
#a8b3ca,168,179,202
#2f2e2c,47,46,44
#e6e5eb,230,229,235
#1d329b,29,50,155
#6473ad,100,115,173
#a9b3d0,169,179,208
#2e2d2b,46,45,43
#dad5d4,218,213,212
#ca606f,202,96,111
#39549a,57,84,154
#b29fae,178,159,174
#131414,19,20,20
#f1b962,241,185,98
#d0c9bd,208,201,189
#2e2d2b,46,45,43
#70624f,112,98,79
#07864d,7,134,77
#e6ddc5,230,221,197
#2c2d2a,44,45,42
#48986c,72,152,108
#84b390,132,179,144
#2e2d2a,46,45,42
#55956a,85,149,106
#ddd9d0,221,217,208
#65a077,101,160,119
#a5bba5,165,187,165
#e0c2b9,224,194,185
#312e2c,49,46,44
#8f9994,143,153,148
#317870,49,120,112
#ead4ce,234,212,206
#312f2d,49,47,45
#e3d7ca,227,215,202
#8f857d,143,133,125
#6e6761,110,103,97
#bf9f96,191,159,150
#2f2d2b,47,45,43
#dfcab7,223,202,183
#dd8979,221,137,121
#54576f,84,87,111
#988e8e,152,142,142
#e1d2c3,225,210,195
#302e2c,48,46,44
#db6860,219,104,96
#535879,83,88,121
#af9e9c,175,158,156
#32302e,50,48,46
#e3dddb,227,221,219
#915a4a,145,90,74
#0e8458,14,132,88
#9f9a96,159,154,150
#e5e1e2,229,225,226
#333231,51,50,49
#6d6d85,109,109,133
#de4248,222,66,72
#b0a9b6,176,169,182
#8ca0b3,140,160,179
#2f2e2c,47,46,44
#e0d7d1,224,215,209
#2c76b3,44,118,179
#d9685d,217,104,93
#ca1c15,202,28,21
#e6d3ae,230,211,174
#302d2a,48,45,42
#7c6e55,124,110,85
#cb9579,203,149,121
#332e2c,51,46,44
#e11713,225,23,19
#e8d2c3,232,210,195
#e88a7e,232,138,126
#e24342,226,67,66
#302e2c,48,46,44
#c6b99e,198,185,158
#ded2c1,222,210,193
#b4a481,180,164,129
#726a58,114,106,88
#2e2d2b,46,45,43
#dcd7d7,220,215,215
#4f5073,79,80,115
#9e99a6,158,153,166
#c76367,199,99,103
#312f2d,49,47,45
#ece9eb,236,233,235
#ed5d68,237,93,104
#797675,121,118,117
#e5abb0,229,171,176
#da1f28,218,31,40
#e3d8c9,227,216,201
#32302e,50,48,46
#b28e86,178,142,134
#df3b44,223,59,68
#52504a,82,80,74
#b0a086,176,160,134
#2c2b29,44,43,41
#867b69,134,123,105
#19345c,25,52,92
#302f2d,48,47,45
#e6e0dd,230,224,221
#dc252d,220,37,45
#3362ba,51,98,186
#a1a1bb,161,161,187
#343230,52,50,48
#e7e0d9,231,224,217
#7e7873,126,120,115
#b7b1a9,183,177,169
#1c1916,28,25,22
#302e2c,48,46,44
#e8dfd7,232,223,215
#da1425,218,20,37
#d65b66,214,91,102
#d9a3a1,217,163,161
#184681,24,70,129
#d6d9d6,214,217,214
#2c2b2a,44,43,42
#c81b15,200,27,21
#879cb0,135,156,176
#b6a8a0,182,168,160
#312e2c,49,46,44
#e1313c,225,49,60
#496996,73,105,150
#e4d9cb,228,217,203
#2f2c2a,47,44,42
#e2d8d1,226,216,209
#e0222e,224,34,46
#4b60a8,75,96,168
#ada8bb,173,168,187
#38558b,56,85,139
#2e2e2c,46,46,44
#d7dee8,215,222,232
#0f286c,15,40,108
#6b92d4,107,146,212
#302e2c,48,46,44
#e0d9d1,224,217,209
#5d5552,93,85,82
#2055a7,32,85,167
#959395,149,147,149
#a4aba9,164,171,169
#2d2d2b,45,45,43
#c2cdca,194,205,202
#4f5453,79,84,83
#797f7e,121,127,126
#e0d5cd,224,213,205
#2b2927,43,41,39
#e1191d,225,25,29
#1e71b7,30,113,183
#d85c5d,216,92,93
#066655,6,102,85
#deddd5,222,221,213
#2d2d2b,45,45,43
#89ada5,137,173,165
#3b7e71,59,126,113
#575342,87,83,66
#ebdeae,235,222,174
#302e2b,48,46,43
#e0d28d,224,210,141
#9e966a,158,150,106
#e8ddd7,232,221,215
#d5232f,213,35,47
#2f2c29,47,44,41
#cf6c70,207,108,112
#dbaba6,219,171,166
#c7b9ad,199,185,173
#31302e,49,48,46
#dad3d4,218,211,212
#60625b,96,98,91
#ab927e,171,146,126
#dfd7ce,223,215,206
#2f2e2b,47,46,43
#2038a0,32,56,160
#6a78a7,106,120,167
#a9afbf,169,175,191
#302f2d,48,47,45
#e1dddc,225,221,220
#a55b4d,165,91,77
#b69999,182,153,153
#233a8f,35,58,143
#1b45a0,27,69,160
#292a2a,41,42,42
#dadeda,218,222,218
#8ca8c7,140,168,199
#3a6cae,58,108,174
#302f2d,48,47,45
#e7e4e8,231,228,232
#c72f2e,199,47,46
#4a70b2,74,112,178
#bea7b2,190,167,178
#0a0d0f,10,13,15
#dadcda,218,220,218
#2d2d2c,45,45,44
#9e9f9e,158,159,158
#595a59,89,90,89
#2f2e2c,47,46,44
#dddde6,221,221,230
#bdbf3b,189,191,59
#b3b29b,179,178,155
#5d4c4c,93,76,76
#2f2d2a,47,45,42
#e1d6aa,225,214,170
#128197,18,129,151
#83a798,131,167,152
#ebe2c4,235,226,196
#10346b,16,52,107
#edb90b,237,185,11
#2d2c29,45,44,41
#91832b,145,131,43
#43566c,67,86,108
#e8e5e8,232,229,232
#31302e,49,48,46
#202f8d,32,47,141
#6269a0,98,105,160
#a7abc7,167,171,199
#1a7abc,26,122,188
#e4ded0,228,222,208
#2b2c2b,43,44,43
#acc3cb,172,195,203
#5f9ebd,95,158,189
#2e2a28,46,42,40
#e51c15,229,28,21
#e1d2c9,225,210,201
#333e73,51,62,115
#b43b45,180,59,69
#302e2c,48,46,44
#e7e1df,231,225,223
#da184b,218,24,75
#d6adb3,214,173,179
#c2667b,194,102,123
#2e5d9b,46,93,155
#e3dbcf,227,219,207
#31302e,49,48,46
#9ca01b,156,160,27
#adb29c,173,178,156
#b8a2b6,184,162,182
#2e2d2c,46,45,44
#d5d5da,213,213,218
#8c5b86,140,91,134
#701167,112,17,103
#1b50a1,27,80,161
#dfd8cd,223,216,205
#2c2c2c,44,44,44
#4973ad,73,115,173
#97abc0,151,171,192
#b5c7cd,181,199,205
#2e2e2c,46,46,44
#6f797f,111,121,127
#484f55,72,79,85
#95a2a9,149,162,169
#2f2d2b,47,45,43
#e8dbd0,232,219,208
#d6192f,214,25,47
#d95d6a,217,93,106
#dfa2a0,223,162,160
#2e2d2b,46,45,43
#d9dad5,217,218,213
#d31b12,211,27,18
#9d8794,157,135,148
#151373,21,19,115
#0f1c5f,15,28,95
#e3dbd6,227,219,214
#db2143,219,33,67
#2d2c2a,45,44,42
#5f748f,95,116,143
#2b2c2d,43,44,45
#1a8fc9,26,143,201
#d9d9d5,217,217,213
#54abcc,84,171,204
#9ac4d5,154,196,213
#2d2b28,45,43,40
#edcf36,237,207,54
#22556f,34,85,111
#aaa350,170,163,80
#5c7069,92,112,105
#2e2d2a,46,45,42
#e4d3c0,228,211,192
#d73e35,215,62,53
#bc7b71,188,123,113
#e1b2a2,225,178,162
#322d2b,50,45,43
#e97673,233,118,115
#ead8d1,234,216,209
#e34f4e,227,79,78
#f0a39d,240,163,157
#2f2e2c,47,46,44
#e6dfdb,230,223,219
#365192,54,81,146
#6b7aa3,107,122,163
#a9aebe,169,174,190
#302d25,48,45,37
#ead137,234,209,55
#ac9a2b,172,154,43
#6b5c1a,107,92,26
#f7b707,247,183,7
#2f2e2c,47,46,44
#949bba,148,155,186
#2e458a,46,69,138
#65709f,101,112,159
#d9d7d8,217,215,216
#312b27,49,43,39
#f99407,249,148,7
#72440c,114,68,12
#1a130e,26,19,14
#b8710b,184,113,11
#4b4e56,75,78,86
#ac805c,172,128,92
#302d2a,48,45,42
#905c44,144,92,68
#c19e78,193,158,120
#e0dcd9,224,220,217
#2c2c2a,44,44,42
#53928d,83,146,141
#8bafaf,139,175,175
#107e73,16,126,115
#a99b97,169,155,151
#e1d5cd,225,213,205
#275e99,39,94,153
#e46b6b,228,107,107
#2f2a28,47,42,40
#2f2d2b,47,45,43
#b2a39a,178,163,154
#d83a3d,216,58,61
#e4d6c7,228,214,199
#4b6479,75,100,121
#312f2c,49,47,44
#e0bd09,224,189,9
#121e6a,18,30,106
#897c22,137,124,34
#e8c73a,232,199,58
#b7b4ac,183,180,172
#2f2f2e,47,47,46
#2a416b,42,65,107
#717987,113,121,135
#d4cbc3,212,203,195
#a4a0a2,164,160,162
#3b3937,59,57,55
#e3d7c8,227,215,200
#1e67a9,30,103,169
#e34140,227,65,64
#ede9e8,237,233,232
#455086,69,80,134
#373536,55,53,54
#b7b9c1,183,185,193
#7e849b,126,132,155
#c8c1b7,200,193,183
#343230,52,50,48
#383e61,56,62,97
#77767f,119,118,127
#b7b1aa,183,177,170
#282827,40,40,39
#d6d4ca,214,212,202
#32386e,50,56,110
#6f7294,111,114,148
#0c0c59,12,12,89
#2d2d2c,45,45,44
#b7ae9e,183,174,158
#918a82,145,138,130
#c7bdae,199,189,174
#5f6277,95,98,119
#414c9e,65,76,158
#d41e2c,212,30,44
#9d9ab8,157,154,184
#2d282a,45,40,42
#e0d3c6,224,211,198
#bbb8c1,187,184,193
#313030,49,48,48
#364db7,54,77,183
#c5c2cb,197,194,203
#7e8093,126,128,147
#36353a,54,53,58
#ded8d2,222,216,210
#a29896,162,152,150
#726c6e,114,108,110
#c92431,201,36,49
